task_id,source,result,n_smells,smells,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,perplexity,bleu,chrf,rouge_l,meteor,codebleu,ast_similarity,codebert_score,bertscore,n_output_tokens
HumanEval_151,humaneval,pass,0,,2.000,5.000,48.822,57.359,3.929,225.341,1.000,0.000,2.000,3.593,27.988,45.471,56.410,,37.709,77.922,90.082,92.307,168
HumanEval_152,humaneval,pass,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,4.544,51.917,70.702,63.636,,56.461,100.000,96.296,97.642,29
HumanEval_153,humaneval,pass,0,,13.000,3.000,66.960,15.510,1.000,15.510,3.000,0.000,5.000,2.544,6.313,31.361,20.588,,17.610,51.793,78.306,87.936,117
HumanEval_154,humaneval,pass,0,,6.000,3.000,91.469,15.510,1.000,15.510,3.000,0.000,2.000,5.348,21.792,44.272,40.741,,18.131,55.738,84.547,91.788,163
HumanEval_155,humaneval,pass,0,,5.000,3.000,94.814,28.529,1.500,42.794,0.000,20.000,5.000,3.262,43.919,59.734,58.621,,22.104,61.682,87.090,87.083,128
HumanEval_156,humaneval,pass,0,,12.000,3.000,96.709,25.266,2.250,56.849,3.000,8.333,1.000,2.605,6.088,27.748,16.495,,25.425,54.082,78.798,88.338,261
HumanEval_157,humaneval,pass,0,,3.000,1.000,53.223,51.891,1.875,97.297,0.000,66.667,1.000,3.681,3.071,13.089,16.667,,4.486,28.070,75.411,82.915,176
HumanEval_158,humaneval,pass,0,,10.000,5.000,65.300,55.507,3.125,173.458,5.000,0.000,2.000,1.939,2.765,20.134,11.321,,16.961,35.955,70.220,80.720,90
HumanEval_159,humaneval,pass,0,,5.000,2.000,43.507,31.020,4.000,124.078,2.000,0.000,0.000,5.071,83.179,92.482,76.923,,76.082,66.667,97.495,97.787,319
HumanEval_160,humaneval,fail,1,magic_number,15.000,7.000,57.197,206.323,5.000,1031.617,7.000,0.000,2.000,1.558,3.506,27.027,24.615,,19.969,28.877,74.168,85.490,127
HumanEval_161,humaneval,pass,0,,13.000,6.000,89.101,8.000,1.000,8.000,9.000,15.385,7.000,2.272,15.507,27.260,22.222,,16.879,45.087,75.991,89.117,101
HumanEval_162,humaneval,pass,0,,5.000,2.000,82.376,2.000,0.500,1.000,1.000,0.000,3.000,2.496,60.425,59.612,50.000,,19.441,72.727,89.544,90.855,34
HumanEval_163,humaneval,fail,0,,10.000,4.000,84.024,41.513,2.286,94.887,4.000,60.000,5.000,2.371,13.218,26.695,33.846,,20.100,46.043,77.279,85.094,252
mbpp_11,mbpp,pass,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,66.667,1.000,3.862,8.047,21.384,24.658,,6.222,32.353,72.481,86.228,52
mbpp_12,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,1.000,3.866,29.256,50.316,40.000,,18.611,77.419,85.626,92.653,31
mbpp_13,mbpp,fail,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.151,36.747,63.370,68.571,,36.799,58.537,88.183,92.412,23
mbpp_14,mbpp,fail,0,,2.000,1.000,85.289,13.932,0.500,6.966,0.000,0.000,0.000,7.120,21.323,49.664,38.095,,33.940,91.892,86.024,92.711,23
mbpp_15,mbpp,fail,0,,2.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.484,16.973,39.383,29.630,,24.688,60.606,77.738,86.559,24
mbpp_16,mbpp,pass,0,,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,3.835,66.383,85.462,86.792,,62.729,100.000,92.556,96.049,54
mbpp_17,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,5.201,30.130,47.498,44.444,,19.345,72.000,86.443,91.902,20
mbpp_18,mbpp,fail,0,,3.000,1.000,100.000,4.755,0.500,2.377,0.000,33.333,2.000,4.633,1.136,18.250,15.172,,8.005,22.222,67.072,82.992,50
mbpp_19,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,5.337,31.767,49.685,50.000,,26.746,80.000,86.260,92.635,20
mbpp_20,mbpp,fail,1,magic_number,2.000,2.000,81.957,39.863,2.667,106.302,1.000,0.000,0.000,17.028,2.524,19.185,20.833,,10.687,35.165,74.747,83.476,29
mbpp_21,mbpp,fail,0,,2.000,2.000,84.828,15.510,1.000,15.510,0.000,0.000,1.000,3.737,22.439,34.886,48.649,,19.347,51.724,85.571,92.394,31
mbpp_22,mbpp,pass,0,,7.000,3.000,73.706,11.610,1.000,11.610,3.000,0.000,2.000,1.821,14.557,38.169,45.614,,17.933,70.103,80.832,92.103,42
mbpp_23,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.440,13.983,38.259,30.000,,4.892,41.935,76.139,87.738,27
mbpp_24,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,2.941,4.205,27.186,34.146,,3.237,24.691,76.763,88.985,19
mbpp_25,mbpp,fail,0,,9.000,4.000,93.296,62.270,2.250,140.107,4.000,33.333,1.000,2.467,22.448,41.618,41.860,,19.535,52.632,79.285,90.569,112
mbpp_26,mbpp,fail,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,5.457,13.802,29.966,33.333,,9.554,50.980,76.224,88.563,22
mbpp_27,mbpp,fail,0,,2.000,4.000,90.788,2.000,0.500,1.000,0.000,0.000,2.000,3.887,6.184,25.991,21.622,,12.715,45.902,77.088,87.759,28
mbpp_28,mbpp,pass,0,,8.000,3.000,66.573,79.954,3.889,310.934,2.000,0.000,1.000,2.579,31.068,37.331,49.123,,24.267,54.386,82.966,90.335,64
mbpp_29,mbpp,pass,0,,10.000,4.000,94.102,66.608,2.667,177.621,4.000,60.000,3.000,2.300,19.084,38.525,31.579,,20.017,46.073,76.953,89.358,202
mbpp_30,mbpp,pass,0,,8.000,4.000,67.876,49.829,2.143,106.776,6.000,0.000,2.000,3.063,34.388,44.828,69.048,,28.599,68.750,86.775,92.550,73
mbpp_31,mbpp,fail,0,,18.000,9.000,83.304,85.952,3.250,279.343,8.000,27.778,5.000,2.073,18.406,38.274,25.871,,24.055,71.856,75.108,90.192,227
mbpp_32,mbpp,pass,0,,12.000,4.000,63.481,59.795,9.000,538.152,5.000,0.000,2.000,1.628,20.279,26.661,44.156,,13.971,56.790,79.352,90.011,74
mbpp_33,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.044,1.363,19.979,35.000,,3.557,30.556,70.946,86.259,18
mbpp_34,mbpp,fail,0,,11.000,6.000,59.791,241.481,8.235,1988.663,6.000,0.000,0.000,1.890,31.851,51.056,56.250,,42.849,53.448,87.637,93.252,114
mbpp_35,mbpp,pass,0,,2.000,1.000,85.289,13.932,1.333,18.575,0.000,0.000,0.000,7.376,100.000,100.000,100.000,,60.847,100.000,97.077,96.499,21
mbpp_36,mbpp,fail,0,,8.000,2.000,93.677,165.059,4.941,815.584,1.000,62.500,3.000,2.894,5.525,16.229,17.699,,24.662,37.313,68.847,86.909,165
mbpp_37,mbpp,fail,0,,6.000,5.000,100.000,4.755,0.500,2.377,0.000,50.000,2.000,2.306,23.518,46.664,43.137,,15.948,80.000,85.506,91.515,100
mbpp_38,mbpp,fail,0,,9.000,3.000,66.772,51.891,2.857,148.261,4.000,0.000,0.000,1.935,17.746,25.735,47.761,,13.357,59.615,80.442,88.939,66
mbpp_39,mbpp,fail,1,magic_number,11.000,5.000,92.238,28.529,1.500,42.794,7.000,27.273,1.000,2.563,3.094,21.231,17.931,,5.910,27.200,67.593,86.385,112
mbpp_40,mbpp,pass,0,,3.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.719,24.135,48.193,40.000,,32.807,64.000,81.482,89.997,31
mbpp_41,mbpp,pass,0,,2.000,1.000,81.121,15.510,1.000,15.510,0.000,0.000,2.000,3.306,53.903,68.844,66.667,,25.457,86.792,93.127,93.647,28
mbpp_42,mbpp,pass,0,,9.000,5.000,95.703,27.000,1.800,48.600,4.000,33.333,3.000,2.293,11.333,29.999,23.810,,19.417,41.905,72.075,88.180,115
mbpp_43,mbpp,fail,0,,7.000,2.000,100.000,0.000,0.000,0.000,2.000,28.571,1.000,3.942,44.166,67.354,62.857,,44.837,100.000,85.800,92.308,78
mbpp_44,mbpp,pass,0,,5.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,5.549,53.289,64.301,76.923,,40.762,71.795,83.726,93.264,34
mbpp_45,mbpp,fail,0,,5.000,2.000,100.000,0.000,0.000,0.000,1.000,60.000,1.000,2.590,9.292,26.246,26.374,,15.793,53.333,76.950,87.379,79
mbpp_46,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,3.930,35.522,45.349,40.000,,36.540,72.727,83.389,90.813,21
mbpp_47,mbpp,fail,0,,6.000,2.000,93.838,49.829,3.333,166.096,1.000,116.667,0.000,3.488,5.357,21.535,18.824,,15.291,61.111,70.521,87.660,193
mbpp_48,mbpp,fail,0,,6.000,3.000,98.253,53.774,2.500,134.436,3.000,83.333,1.000,4.005,21.552,32.352,32.967,,22.644,75.510,76.181,90.036,113
mbpp_49,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,6.409,21.465,45.197,38.462,,30.086,82.927,85.441,92.658,23
mbpp_50,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.139,15.158,28.744,44.444,,14.008,52.941,85.711,91.695,25
mbpp_51,mbpp,pass,0,,2.000,1.000,86.297,10.000,0.500,5.000,0.000,0.000,0.000,4.595,19.430,43.380,32.000,,30.655,83.333,82.776,91.301,23
mbpp_52,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,8.802,26.981,59.502,44.444,,25.780,75.862,90.675,93.333,20
mbpp_53,mbpp,pass,0,,2.000,2.000,85.708,11.610,1.000,11.610,1.000,0.000,0.000,4.952,33.864,55.355,62.069,,35.508,88.889,90.169,93.250,31
mbpp_54,mbpp,pass,0,,9.000,3.000,91.947,38.039,1.143,43.473,2.000,22.222,4.000,1.788,22.765,29.965,30.088,,19.561,64.516,78.756,91.213,95
mbpp_55,mbpp,pass,0,,2.000,1.000,83.109,28.529,1.500,42.794,0.000,0.000,0.000,9.403,51.163,42.341,71.429,,18.278,68.000,89.318,93.047,27
mbpp_56,mbpp,pass,0,,2.000,1.000,78.515,36.541,2.333,85.263,0.000,0.000,2.000,4.851,9.024,19.824,33.333,,10.709,38.636,77.239,86.829,26
mbpp_57,mbpp,pass,0,,4.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,4.000,3.493,24.892,38.939,35.484,,19.492,70.732,76.563,89.975,61
mbpp_58,mbpp,pass,0,,2.000,4.000,79.658,77.709,3.111,241.762,3.000,0.000,0.000,4.586,24.654,59.337,38.462,,29.176,46.809,87.681,92.724,39
mbpp_59,mbpp,fail,0,,2.000,1.000,100.000,51.891,2.857,148.261,0.000,50.000,0.000,6.420,35.427,56.084,62.069,,31.699,81.818,86.357,91.154,41
mbpp_60,mbpp,fail,0,,6.000,3.000,70.613,51.891,2.857,148.261,3.000,0.000,2.000,1.980,15.478,28.237,49.438,,14.933,56.281,80.462,85.764,62
mbpp_61,mbpp,pass,0,,9.000,4.000,66.637,51.891,1.875,97.297,6.000,0.000,2.000,2.397,31.095,40.092,53.165,,19.353,58.537,84.657,92.606,71
mbpp_62,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.958,59.230,75.545,71.429,,55.103,100.000,92.210,93.631,15
mbpp_63,mbpp,pass,0,,3.000,2.000,100.000,4.755,0.500,2.377,0.000,66.667,2.000,3.169,23.215,39.632,41.379,,38.494,89.855,81.052,90.192,61
mbpp_64,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.032,18.028,34.599,47.368,,30.648,82.927,82.795,87.331,25
mbpp_65,mbpp,pass,0,,8.000,3.000,72.340,12.000,0.667,8.000,5.000,0.000,2.000,1.712,37.905,53.058,62.963,,27.003,83.146,87.699,82.874,50
mbpp_66,mbpp,pass,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,3.858,12.521,29.647,41.176,,10.076,59.574,83.761,90.213,25
mbpp_67,mbpp,fail,0,,5.000,3.000,73.284,38.039,3.200,121.725,3.000,0.000,4.000,3.268,8.025,22.299,30.588,,12.463,17.989,80.249,88.342,51
mbpp_68,mbpp,pass,0,,8.000,5.000,67.510,53.774,2.500,134.436,5.000,0.000,2.000,2.026,20.889,34.439,39.394,,23.402,58.667,83.162,89.557,69
mbpp_69,mbpp,fail,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,1.000,2.788,0.133,13.988,12.987,,3.319,22.667,69.110,81.482,26
mbpp_70,mbpp,pass,0,,2.000,3.000,88.288,4.755,0.500,2.377,1.000,0.000,2.000,5.108,13.439,43.413,45.000,,17.499,50.000,82.129,89.092,50
mbpp_71,mbpp,pass,0,,11.000,7.000,61.102,150.117,6.000,900.704,9.000,0.000,4.000,2.001,16.967,32.595,35.000,,24.864,74.830,81.280,93.228,121
mbpp_72,mbpp,pass,1,magic_number,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,28.521,53.349,53.783,70.000,,37.166,80.000,89.018,93.483,21
mbpp_73,mbpp,fail,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.963,49.103,75.059,83.333,,59.973,100.000,87.852,93.992,26
mbpp_74,mbpp,fail,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,4.647,0.284,16.260,18.367,,8.795,22.026,67.096,84.371,31
mbpp_75,mbpp,pass,0,,3.000,4.000,80.717,15.510,1.000,15.510,0.000,0.000,2.000,3.922,30.439,50.367,64.000,,46.205,100.000,89.119,94.191,43
mbpp_76,mbpp,fail,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,9.936,0.940,25.578,22.222,,7.608,28.571,75.238,88.335,19
mbpp_77,mbpp,fail,0,,11.000,3.000,63.150,91.377,6.000,548.259,4.000,0.000,0.000,2.143,13.389,36.689,28.571,,36.680,33.333,76.252,87.617,81
mbpp_78,mbpp,fail,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,10.541,17.546,47.038,57.143,,9.353,44.737,84.482,91.035,28
mbpp_79,mbpp,pass,0,,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,1.000,5.486,22.540,38.683,53.333,,11.898,60.000,78.584,88.511,22
mbpp_80,mbpp,fail,0,,2.000,1.000,80.627,64.529,2.000,129.059,0.000,0.000,0.000,3.710,74.478,87.992,83.333,,66.054,94.118,94.361,96.059,38
mbpp_81,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.989,4.241,24.223,22.222,,8.381,43.750,83.501,90.039,24
mbpp_82,mbpp,pass,0,,3.000,1.000,78.250,39.863,1.714,68.337,0.000,0.000,0.000,3.594,54.376,65.718,62.069,,27.673,68.966,89.935,93.175,28
mbpp_83,mbpp,fail,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.585,2.038,17.200,20.833,,4.317,32.990,71.665,87.671,21
mbpp_84,mbpp,fail,0,,8.000,3.000,70.327,23.265,1.500,34.897,4.000,0.000,1.000,2.050,20.488,33.203,45.833,,23.512,46.154,79.671,82.645,62
mbpp_85,mbpp,pass,0,,3.000,1.000,79.435,27.000,1.000,27.000,0.000,0.000,0.000,5.655,49.724,61.048,61.538,,27.830,70.833,89.828,93.215,27
mbpp_86,mbpp,fail,0,,2.000,1.000,83.478,25.266,1.200,30.319,0.000,0.000,0.000,6.967,65.958,83.258,85.714,,36.980,75.676,94.502,96.164,24
mbpp_87,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,2.838,33.095,47.349,60.606,,15.244,60.465,87.331,92.056,34
mbpp_88,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,2.900,17.798,28.614,35.714,,24.314,66.667,80.472,89.098,25
mbpp_89,mbpp,pass,0,,2.000,2.000,85.608,12.000,2.000,24.000,1.000,0.000,0.000,7.813,29.550,65.207,73.684,,34.207,74.074,88.708,92.651,25
mbpp_90,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.809,11.590,28.087,42.424,,12.610,53.333,80.071,89.480,21
mbpp_91,mbpp,pass,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,1.000,4.487,31.551,47.940,64.706,,48.953,86.957,87.458,92.719,24
mbpp_92,mbpp,fail,1,magic_number,9.000,4.000,91.670,39.863,2.667,106.302,4.000,22.222,3.000,2.528,20.319,52.956,50.000,,34.204,61.261,79.420,84.400,98
mbpp_93,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,3.700,7.573,25.506,42.424,,11.459,38.596,79.678,84.977,17
mbpp_94,mbpp,pass,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,66.667,1.000,4.007,14.142,32.377,26.415,,17.221,76.923,74.143,87.288,58
mbpp_95,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.252,54.334,58.594,71.429,,21.182,83.721,91.369,94.063,23
mbpp_96,mbpp,pass,0,,6.000,3.000,71.557,38.039,2.000,76.078,3.000,0.000,1.000,1.737,41.582,48.950,63.636,,19.163,65.854,88.459,91.854,47
mbpp_97,mbpp,pass,0,,9.000,4.000,70.310,15.510,1.000,15.510,7.000,0.000,0.000,1.688,23.052,44.233,41.558,,17.596,73.684,82.152,94.045,64
mbpp_98,mbpp,fail,0,,2.000,2.000,82.974,28.529,1.500,42.794,0.000,0.000,4.000,2.912,13.188,32.630,32.432,,17.499,40.000,79.830,88.096,41
mbpp_99,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.044,56.175,69.900,84.211,,51.643,75.862,90.406,93.782,18
mbpp_100,mbpp,pass,0,,5.000,2.000,73.175,41.209,3.200,131.869,1.000,0.000,1.000,3.043,30.866,42.550,40.909,,19.724,65.169,82.727,92.683,42
mbpp_101,mbpp,fail,0,,3.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,1.000,3.049,7.362,33.162,43.137,,16.933,34.783,84.286,91.192,26
mbpp_102,mbpp,pass,0,,2.000,3.000,88.288,4.755,0.500,2.377,1.000,0.000,3.000,2.742,62.741,71.177,64.706,,49.338,96.429,90.697,94.515,31
mbpp_103,mbpp,fail,0,,8.000,5.000,64.449,147.149,6.545,963.155,5.000,0.000,1.000,2.404,65.443,74.074,86.111,,60.884,89.041,94.056,89.891,86
mbpp_104,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.573,13.027,40.804,38.710,,8.854,65.217,85.566,91.722,23
mbpp_105,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.146,51.424,70.100,76.923,,48.965,85.714,90.852,94.968,15
mbpp_106,mbpp,fail,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,7.034,10.128,31.718,41.667,,15.961,62.857,83.615,91.037,18
mbpp_107,mbpp,fail,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,4.000,3.472,6.676,27.962,32.787,,9.794,43.478,72.990,85.396,39
mbpp_108,mbpp,pass,0,,4.000,1.000,100.000,0.000,0.000,0.000,0.000,25.000,2.000,4.459,23.570,40.323,40.816,,15.888,60.526,80.280,87.735,40
mbpp_109,mbpp,fail,0,,3.000,1.000,100.000,27.000,1.800,48.600,0.000,66.667,1.000,5.227,24.109,47.845,42.857,,16.032,54.286,79.026,89.878,64
mbpp_110,mbpp,fail,0,,10.000,4.000,66.583,38.039,3.200,121.725,4.000,0.000,2.000,2.322,14.147,32.140,24.176,,29.352,56.209,76.095,91.348,90
mbpp_111,mbpp,fail,0,,4.000,3.000,100.000,0.000,0.000,0.000,0.000,50.000,2.000,3.150,16.407,43.189,35.088,,16.789,68.852,78.239,89.858,67
mbpp_112,mbpp,pass,0,,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,5.437,61.281,63.754,75.000,,52.594,100.000,91.412,94.877,21
mbpp_113,mbpp,pass,0,,6.000,2.000,100.000,0.000,0.000,0.000,1.000,0.000,1.000,1.928,0.804,19.509,22.222,,8.522,27.778,72.830,88.068,29
mbpp_114,mbpp,fail,0,,8.000,4.000,71.425,15.510,1.000,15.510,4.000,0.000,0.000,1.723,10.966,27.925,26.667,,10.923,40.860,74.392,84.717,72
mbpp_115,mbpp,pass,0,,2.000,2.000,91.057,2.000,0.500,1.000,0.000,0.000,1.000,10.014,39.474,50.050,64.286,,33.816,82.927,90.209,90.771,21
mbpp_116,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,2.756,60.040,59.429,66.667,,22.840,83.721,91.448,95.652,23
mbpp_117,mbpp,fail,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.816,5.845,19.982,23.077,,11.243,30.000,74.689,87.411,27
mbpp_118,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.569,31.112,47.031,52.632,,12.906,62.069,88.721,93.081,16
mbpp_119,mbpp,fail,0,,12.000,6.000,80.903,237.744,8.250,1961.391,7.000,16.667,0.000,1.733,6.815,24.227,17.582,,28.006,36.842,65.702,88.277,148
mbpp_120,mbpp,pass,0,,4.000,2.000,100.000,4.755,0.500,2.377,0.000,50.000,1.000,3.327,14.168,35.582,25.397,,19.106,78.788,80.910,91.286,68
mbpp_121,mbpp,fail,0,,14.000,5.000,59.767,120.000,3.333,400.000,9.000,0.000,2.000,1.636,11.039,31.431,26.531,,20.018,37.433,76.990,89.467,108
mbpp_122,mbpp,fail,0,,9.000,6.000,92.117,84.000,3.182,267.273,7.000,33.333,3.000,3.819,10.913,21.427,19.417,,8.916,37.037,70.026,81.192,105
mbpp_123,mbpp,pass,0,,9.000,3.000,64.360,114.694,3.214,368.659,5.000,0.000,3.000,2.139,21.664,29.173,38.095,,22.767,55.967,78.030,91.017,111
mbpp_124,mbpp,fail,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.426,29.868,60.152,45.161,,28.209,55.556,87.049,91.965,27
mbpp_125,mbpp,fail,1,magic_number,14.000,4.000,62.451,51.891,2.857,148.261,6.000,0.000,1.000,1.834,29.067,42.416,48.980,,34.454,61.871,82.802,85.296,103
mbpp_126,mbpp,fail,0,,6.000,4.000,98.111,82.045,2.545,208.841,4.000,66.667,2.000,2.212,34.489,45.566,55.914,,55.399,97.248,77.449,90.574,117
mbpp_127,mbpp,pass,0,,5.000,2.000,79.742,4.755,0.500,2.377,1.000,0.000,1.000,2.749,6.921,24.633,21.739,,11.178,44.444,75.977,89.839,34
mbpp_128,mbpp,fail,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,3.874,14.378,32.958,50.000,,15.765,58.824,80.847,89.503,27
mbpp_129,mbpp,fail,1,magic_number,11.000,12.000,86.403,142.624,1.941,276.858,8.000,27.273,4.000,1.840,26.432,39.853,38.889,,23.358,46.201,80.045,89.706,153
mbpp_130,mbpp,pass,0,,5.000,1.000,100.000,0.000,0.000,0.000,0.000,40.000,2.000,2.607,9.729,33.470,28.571,,16.919,65.909,75.536,88.936,69
mbpp_131,mbpp,pass,0,,14.000,4.000,61.022,83.026,4.571,379.549,5.000,0.000,3.000,1.394,7.889,29.202,26.804,,14.163,29.474,77.019,78.247,122
mbpp_132,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.417,38.246,64.669,50.000,,22.039,74.074,92.813,94.122,18
mbpp_133,mbpp,pass,0,,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,4.316,43.106,52.111,62.069,,24.127,80.000,91.530,91.051,27
mbpp_134,mbpp,fail,0,,4.000,5.000,100.000,76.147,4.875,371.217,4.000,50.000,1.000,4.023,21.263,36.483,38.095,,21.306,47.788,78.268,89.967,94
mbpp_135,mbpp,pass,0,,2.000,1.000,83.478,25.266,1.200,30.319,0.000,0.000,0.000,6.805,100.000,100.000,100.000,,59.809,100.000,95.840,95.554,23
mbpp_136,mbpp,fail,1,magic_number,7.000,3.000,66.923,108.000,3.000,324.000,3.000,0.000,0.000,3.931,15.260,31.058,41.975,,11.550,52.903,82.459,88.975,86
mbpp_137,mbpp,fail,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,6.362,6.437,23.467,20.513,,6.403,30.769,74.416,87.872,21
mbpp_138,mbpp,fail,0,,2.000,1.000,83.276,27.000,1.800,48.600,0.000,0.000,0.000,6.587,55.729,56.477,66.667,,30.895,64.706,85.304,92.027,30
mbpp_139,mbpp,fail,0,,3.000,1.000,81.447,13.932,0.500,6.966,0.000,0.000,0.000,3.140,27.098,48.637,36.364,,17.786,61.111,86.740,90.754,26
mbpp_140,mbpp,fail,0,,5.000,2.000,100.000,0.000,0.000,0.000,1.000,80.000,3.000,2.726,12.941,34.258,25.581,,17.963,63.415,73.676,89.278,88
mbpp_141,mbpp,pass,0,,8.000,2.000,94.521,44.918,6.667,299.451,1.000,50.000,3.000,2.400,16.715,31.254,33.043,,23.422,79.188,77.027,90.551,133
mbpp_142,mbpp,pass,0,,2.000,4.000,82.873,27.000,1.000,27.000,1.000,0.000,3.000,2.598,29.570,54.522,51.064,,15.236,45.833,87.381,91.690,51
mbpp_143,mbpp,fail,0,,2.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.583,34.178,52.571,41.379,,23.462,51.163,80.789,86.725,26
mbpp_144,mbpp,fail,0,,6.000,2.000,70.084,64.529,2.000,129.059,1.000,0.000,2.000,2.410,41.149,58.194,77.778,,38.982,68.908,90.026,94.479,59
mbpp_145,mbpp,pass,0,,9.000,4.000,98.055,25.266,2.250,56.849,4.000,55.556,2.000,1.918,21.468,37.944,35.938,,39.611,77.241,78.472,89.696,149
mbpp_146,mbpp,fail,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.804,27.665,47.697,42.857,,16.830,63.636,85.691,92.964,22
mbpp_147,mbpp,fail,0,,6.000,2.000,70.316,59.795,2.571,153.758,2.000,0.000,3.000,1.630,10.176,25.456,21.978,,13.862,48.341,80.723,84.265,85
mbpp_148,mbpp,fail,0,,14.000,4.000,89.794,77.709,3.111,241.762,6.000,42.857,4.000,2.660,6.368,25.003,12.658,,16.128,27.624,67.872,87.273,188
mbpp_149,mbpp,fail,0,,8.000,3.000,67.225,64.529,3.000,193.588,3.000,0.000,2.000,2.013,32.184,41.905,59.615,,25.359,39.815,86.088,85.730,88
mbpp_150,mbpp,fail,0,,2.000,1.000,81.968,41.513,1.500,62.270,0.000,0.000,0.000,6.191,24.975,37.301,61.538,,17.363,53.521,84.226,91.454,32
mbpp_151,mbpp,pass,0,,6.000,3.000,72.734,27.000,1.800,48.600,1.000,0.000,1.000,1.913,45.667,59.728,33.333,,42.269,67.391,86.041,94.111,53
mbpp_152,mbpp,pass,0,,20.000,6.000,55.213,100.078,3.077,307.933,7.000,0.000,5.000,1.214,21.957,39.982,19.355,,26.536,33.803,75.351,91.279,146
